ramp_PG_sa_lr1,ramp_PG_sa_lr0.1,ramp_A3C_sa_lr1,ramp_A3C_sa_lr0.1,ramp_A3C_sa_lr0.01,ramp_PPO_sa_lr5e-5,ramp_PG_ma_lr0.01,ramp_A3C_ma_lr0.01,ramp_PPO_ma_lr0.1,ramp_PPO_ma_lr5e-5,,,ramp_len100_pos300,ramp_len150_pos300,ramp_len200_pos300,ramp_len200_pos200,ramp_len200_pos250,ramp_len200_pos350,ramp_len250_pos300,ramp_turn
nan,nan,-24220.94938,-24500.89078,-23711.66267,nan,nan,-25406.05589,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24220.94938,-24470.89671,-23711.66267,nan,nan,-25406.05589,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24220.94938,-24470.89671,-23730.7619,nan,nan,-25427.74753,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24258.566,-24463.67119,-23730.7619,nan,nan,-25419.20053,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24258.566,-24463.67119,-23730.7619,nan,nan,-25408.14618,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24346.64777,-24463.67119,-23730.7619,nan,nan,-25408.14618,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24346.64777,-24463.67119,-23730.7619,nan,nan,-25385.15503,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24346.64777,-24463.67119,-23762.88551,nan,nan,-25385.15503,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24346.64777,-24463.67119,-23842.47927,nan,nan,-25356.57888,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24346.64777,-24463.67119,-23842.47927,nan,nan,-25376.11191,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24346.64777,-24463.67119,-23842.47927,nan,nan,-25388.7814,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24346.64777,-24480.13093,-23858.25747,nan,nan,-25375.16393,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24346.64777,-24460.59375,-23858.25747,nan,nan,-25375.16393,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24346.64777,-24439.18505,-23858.25747,nan,nan,-25375.16393,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24346.64777,-24439.18505,-23851.53304,nan,nan,-25364.80229,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24350.22116,-24434.50627,-23851.53304,nan,nan,-25390.19488,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24324.56649,-24434.50627,-23851.53304,nan,nan,-25433.67165,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24359.18728,-24434.50627,-23851.53304,nan,nan,-25443.7396,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24359.18728,-24434.50627,-23851.53304,nan,nan,-25443.7396,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24359.18728,-24434.50627,-23844.59061,nan,nan,-25443.7396,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24359.18728,-24434.50627,-23870.97196,nan,nan,-25411.0089,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24359.18728,-24434.50627,-23870.97196,nan,nan,-25382.74284,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24359.18728,-24434.50627,-23870.97196,nan,nan,-25342.45134,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24359.18728,-24406.56861,-23888.51055,nan,nan,-25342.45134,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24359.18728,-24407.02455,-23888.51055,nan,nan,-25348.01375,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24359.18728,-24422.58337,-23869.30121,nan,nan,-25348.01375,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24359.18728,-24422.58337,-23869.30121,nan,nan,-25322.2671,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24376.6419,-24399.76717,-23869.30121,nan,nan,-25283.54855,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24407.47908,-24399.76717,-23869.30121,nan,nan,-25274.01503,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24410.03665,-24399.76717,-23869.30121,nan,nan,-25283.0107,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24410.03665,-24399.76717,-23869.30121,nan,nan,-25283.0107,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24410.03665,-24399.76717,-23835.91483,nan,nan,-25283.0107,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24410.03665,-24399.76717,-23835.91483,nan,nan,-25279.31075,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24410.03665,-24399.76717,-23850.31095,nan,nan,-25268.77464,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24410.03665,-24399.76717,-23850.31095,nan,nan,-25278.08674,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24410.03665,-24372.16767,-23792.96126,nan,nan,-25255.93988,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24410.03665,-24372.16767,-23792.96126,nan,nan,-25255.93988,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24410.03665,-24358.19232,-23771.80217,nan,nan,-25255.93988,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24410.03665,-24358.19232,-23771.80217,nan,nan,-25261.66962,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24417.40014,-24376.06119,-23771.80217,nan,nan,-25237.74425,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24461.77337,-24376.06119,-23771.80217,nan,nan,-25225.9318,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24510.27396,-24376.06119,-23771.80217,nan,nan,-25206.24034,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24510.27396,-24376.06119,-23771.80217,nan,nan,-25206.24034,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24510.27396,-24376.06119,-23775.75432,nan,nan,-25206.24034,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24510.27396,-24376.06119,-23775.75432,nan,nan,-25197.09275,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24510.27396,-24376.06119,-23768.72106,nan,nan,-25146.37163,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24510.27396,-24376.06119,-23768.72106,nan,nan,-25139.16942,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24510.27396,-24391.22928,-23758.82096,nan,nan,-25149.42534,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24510.27396,-24393.46198,-23758.82096,nan,nan,-25149.42534,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24510.27396,-24393.46198,-23748.799,nan,nan,-25149.42534,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24541.03227,-24387.6292,-23748.799,nan,nan,-25126.23516,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24541.03227,-24354.29653,-23748.799,nan,nan,-25132.09522,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24568.51139,-24354.29653,-23748.799,nan,nan,-25132.09522,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24568.51139,-24354.29653,-23748.799,nan,nan,-25087.00976,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24627.75075,-24354.29653,-23748.799,nan,nan,-25118.35992,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24627.75075,-24354.29653,-23782.12453,nan,nan,-25118.35992,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24627.75075,-24354.29653,-23782.12453,nan,nan,-25118.35992,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24627.75075,-24354.29653,-23773.37268,nan,nan,-25163.07133,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24627.75075,-24354.29653,-23773.37268,nan,nan,-25125.26208,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24627.75075,-24362.63407,-23792.77358,nan,nan,-25125.26208,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24627.75075,-24352.84296,-23792.77358,nan,nan,-25122.7141,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24627.75075,-24352.84296,-23792.57234,nan,nan,-25122.7141,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24625.76129,-24362.08604,-23792.57234,nan,nan,-25122.7141,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24589.32706,-24335.46179,-23792.57234,nan,nan,-25140.5757,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24594.12527,-24335.46179,-23792.57234,nan,nan,-25140.17372,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24594.12527,-24335.46179,-23792.57234,nan,nan,-25140.17372,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24563.09272,-24335.46179,-23792.57234,nan,nan,-25087.32467,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24563.09272,-24335.46179,-23758.87219,nan,nan,-25087.32467,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24563.09272,-24335.46179,-23758.87219,nan,nan,-25087.32467,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24563.09272,-24335.46179,-23775.27266,nan,nan,-25080.62039,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24563.09272,-24335.46179,-23775.27266,nan,nan,-25064.15216,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24563.09272,-24355.27385,-23809.78881,nan,nan,-25064.15216,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24563.09272,-24327.70392,-23809.78881,nan,nan,-25007.16843,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24563.09272,-24327.70392,-23827.80075,nan,nan,-25007.16843,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24546.16862,-24270.1824,-23827.80075,nan,nan,-25007.16843,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24535.61711,-24270.1824,-23827.80075,nan,nan,-25007.16843,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24535.61711,-24270.1824,-23827.80075,nan,nan,-25017.30831,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24559.39264,-24270.1824,-23827.80075,nan,nan,-25033.16283,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24567.7623,-24270.1824,-23827.80075,nan,nan,-25033.16283,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24567.7623,-24270.1824,-23808.68239,nan,nan,-25033.16283,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24567.7623,-24270.1824,-23808.68239,nan,nan,-25013.71049,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24567.7623,-24270.1824,-23771.93742,nan,nan,-25013.71049,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24567.7623,-24293.57537,-23724.48843,nan,nan,-25013.71049,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24567.7623,-24347.83508,-23724.48843,nan,nan,-25013.71049,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24567.7623,-24347.83508,-23724.48843,nan,nan,-25039.70547,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24567.7623,-24336.06518,-23708.22775,nan,nan,-25039.70547,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24536.46122,-24382.91105,-23708.22775,nan,nan,-25091.64807,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24528.23945,-24382.91105,-23708.22775,nan,nan,-25091.64807,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24528.23945,-24382.91105,-23708.22775,nan,nan,-25091.64807,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24485.88702,-24382.91105,-23708.22775,nan,nan,-25091.64807,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24469.17421,-24382.91105,-23708.22775,nan,nan,-25117.13757,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24469.17421,-24382.91105,-23704.63607,nan,nan,-25104.37997,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24469.17421,-24382.91105,-23704.63607,nan,nan,-25104.37997,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24469.17421,-24382.91105,-23710.04051,nan,nan,-25104.37997,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24469.17421,-24382.91105,-23732.37309,nan,nan,-25107.22942,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24469.17421,-24357.62042,-23732.37309,nan,nan,-25107.22942,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24469.17421,-24390.86127,-23732.37309,nan,nan,-25107.22942,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24469.17421,-24390.86127,-23708.09112,nan,nan,-25107.22942,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24504.70932,-24420.45916,-23708.09112,nan,nan,-25107.22942,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24500.05872,-24420.45916,-23708.09112,nan,nan,-25085.33198,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24458.08027,-24420.45916,-23708.09112,nan,nan,-25097.78372,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24458.08027,-24420.45916,-23708.09112,nan,nan,-25097.78372,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24466.90644,-24420.45916,-23708.09112,nan,nan,-25137.1686,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24466.90644,-24420.45916,-23748.55817,nan,nan,-25137.1686,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24466.90644,-24420.45916,-23748.55817,nan,nan,-25137.1686,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24466.90644,-24420.45916,-23748.55817,nan,nan,-25087.77369,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24466.90644,-24388.81053,-23800.90856,nan,nan,-25083.61559,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24466.90644,-24400.23633,-23800.90856,nan,nan,-25083.61559,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24466.90644,-24400.23633,-23800.90856,nan,nan,-25091.91898,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24466.90644,-24420.27769,-23814.30338,nan,nan,-25091.91898,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24466.90644,-24485.38251,-23814.30338,nan,nan,-25091.91898,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24438.46895,-24485.38251,-23814.30338,nan,nan,-25072.35997,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24407.61521,-24485.38251,-23814.30338,nan,nan,-25072.35997,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24407.61521,-24485.38251,-23814.30338,nan,nan,-25072.35997,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24460.71554,-24485.38251,-23814.30338,nan,nan,-25074.00225,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24460.71554,-24485.38251,-23814.30338,nan,nan,-25074.00225,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24460.71554,-24485.38251,-23781.80061,nan,nan,-25074.00225,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24460.71554,-24485.38251,-23785.97894,nan,nan,-25074.00225,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24460.71554,-24462.82627,-23796.72511,nan,nan,-25038.32106,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24460.71554,-24490.20506,-23796.72511,nan,nan,-25038.32106,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24460.71554,-24497.02727,-23796.72511,nan,nan,-25063.12565,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24460.71554,-24497.02727,-23787.22187,nan,nan,-25063.12565,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24413.84302,-24510.21313,-23787.22187,nan,nan,-25063.12565,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24414.25253,-24510.21313,-23787.22187,nan,nan,-25063.12565,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24454.68564,-24510.21313,-23787.22187,nan,nan,-25084.40543,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24454.68564,-24510.21313,-23787.22187,nan,nan,-25084.40543,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24454.68564,-24510.21313,-23787.22187,nan,nan,-25081.35925,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24441.01826,-24510.21313,-23787.22187,nan,nan,-25081.35925,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24441.01826,-24510.21313,-23786.01318,nan,nan,-25081.35925,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24441.01826,-24510.21313,-23786.01318,nan,nan,-25081.35925,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24441.01826,-24474.45149,-23779.21572,nan,nan,-25084.26104,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-24441.01826,-24474.45149,-23779.21572,nan,nan,-25084.26104,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan
